"CÓDIGO ÓRGÃO SUPERIOR";"NOME ÓRGÃO SUPERIOR";"CÓDIGO ÓRGÃO";"NOME ÓRGÃO";"CÓDIGO UNIDADE GESTORA";"NOME UNIDADE GESTORA";"CATEGORIA ECONÔMICA";"ORIGEM RECEITA";"ESPÉCIE RECEITA";"DETALHAMENTO";"VALOR PREVISTO ATUALIZADO";"VALOR LANÇADO";"VALOR REALIZADO";"PERCENTUAL REALIZADO";"DATA LANÇAMENTO";"ANO EXERCÍCIO"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORÇ. FIN. E ANÁL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"RECEITA DE HONORÁRIOS DE ADVOGADOS";"0,00";"0,00";"40031187,66";"0,00";"31/12/2013";"2013"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORÇ. FIN. E ANÁL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"2514,28";"0,00";"31/12/2013";"2013"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORÇ. FIN. E ANÁL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"9497,37";"0,00";"31/12/2013";"2013"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORÇ. FIN. E ANÁL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"0,00";"0,00";"1256728,01";"0,00";"31/12/2013";"2013"
"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vínculo direto";"110060";"COORD. GERAL DE ORÇ. FIN. E ANÁL. CONT. - AGU";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"418693,27";"0,00";"31/12/2013";"2013"
"91001";"Governo do Distrito Federal - DAR";"91001";"Governo do Distrito Federal - DAR - Unidades com vínculo direto";"910004";"GOVERNO DO DISTRITO FEDERAL - CONTA UNICA";"Receitas Correntes";"Receitas Correntes - a classificar";"Sem informação";"Sem informação";"0,00";"0,00";"432092,81";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"Sem informação";"0,00";"0,00";"159300,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"Sem informação";"0,00";"0,00";"985939,65";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"Sem informação";"358413,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"Sem informação";"111097,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"Sem informação";"0,00";"0,00";"35007,50";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"Sem informação";"640279,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"Sem informação";"0,00";"0,00";"68323,99";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita Agropecuária";"Receita da produção animal e derivados";"Sem informação";"0,00";"0,00";"4997656,59";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas Correntes";"Transferências Correntes";"Transferências dos Municípios e de suas Entid";"Sem informação";"720000,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas Correntes";"Receita Agropecuária";"Receita da produção animal e derivados";"Sem informação";"350042,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita Agropecuária";"Receita da produção animal e derivados";"Sem informação";"0,00";"0,00";"148181,25";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita Agropecuária";"Receita da produção animal e derivados";"Sem informação";"4639104,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas Correntes";"Receita Agropecuária";"Receita da produção animal e derivados";"Sem informação";"0,00";"0,00";"107548,62";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Demais receitas correntes";"Sem informação";"0,00";"0,00";"73,55";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.";"1333563,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.";"0,00";"0,00";"546,89";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.";"0,00";"0,00";"1357878,33";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.";"0,00";"0,00";"46,30";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Receita de Serviços";"Sem informação";"JUROS DE EMPRESTIMOS";"188251000,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Receita de Serviços";"Sem informação";"JUROS DE EMPRESTIMOS";"0,00";"0,00";"143508612,40";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"39847,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"0,00";"0,00";"28,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"5760731,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"2993083,00";"0,00";"44,35";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"0,00";"0,00";"5473110,61";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"0,00";"0,00";"2630653,65";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"61810,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"0,00";"0,00";"6,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"SERVICOS DE TRANSFERENCIA DE TECNOLOGIA";"0,00";"0,00";"28960,06";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"0,00";"0,00";"45241979,11";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"SERVICOS DE TRANSFERENCIA DE TECNOLOGIA";"8000000,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"SERVICOS DE TRANSFERENCIA DE TECNOLOGIA";"0,00";"0,00";"11030226,75";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Indenizações, restituições e ressarcimentos";"Sem informação";"0,00";"0,00";"7926,14";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"1919,78";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"6379021,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"20149,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"10,09";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22905";"Fundo de Defesa da Economia Cafeeira";"130137";"FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"548,49";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"16224,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"42,02";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22500";"Companhia de Entrepostos e Armazéns Gerais de São Paulo";"225001";"CIA.DE ENTREPOSTOS E ARMAZENS GER.DE S.PAULO";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"648007,45";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"9104811,49";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"2124,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"145886,77";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"246937,03";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas de Capital";"Transferências de Capital";"Transferências de Pessoas Físicas";"Sem informação";"60000,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas de Capital";"Transferências de Capital";"Transferências de Pessoas Físicas";"Sem informação";"1000000,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"Sem informação";"0,00";"0,00";"27,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"225,97";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Outras Receitas Correntes";"Multas administrativas, contratuais e judicia";"Sem informação";"0,00";"0,00";"96,13";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes - intra-orçamentárias";"Outras Receitas Correntes";"Indenizações e restituições";"Sem informação";"102776,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes - intra-orçamentárias";"Outras Receitas Correntes";"Indenizações e restituições";"Sem informação";"0,00";"0,00";"20,26";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes - intra-orçamentárias";"Outras Receitas Correntes";"Indenizações e restituições";"Sem informação";"21886,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes - intra-orçamentárias";"Receita de Serviços";"Sem informação";"SERV.DE COM.LIVROS PERIOD.MAT.ESC.E PUBLICID.";"0,00";"0,00";"90,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"Sem informação";"0,00";"0,00";"5843,37";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"Sem informação";"719913,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas Correntes";"Receita de Serviços";"Sem informação";"Sem informação";"0,00";"0,00";"624798,98";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas de Capital";"Transferências de Capital";"Transferências de Pessoas Físicas";"Sem informação";"0,00";"0,00";"97811,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas de Capital";"Alienação de Bens";"Alienação de bens imóveis";"Sem informação";"0,00";"0,00";"612446,30";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135037";"EMBRAPA-SETORIAL";"Receitas de Capital";"Transferências de Capital";"Transferências de Pessoas Físicas";"Sem informação";"1095847,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto";"130101";"COORD.-GERAL DE ORCAMENTO E FINANçAS-MAPA";"Receitas de Capital";"Transferências de Capital";"Transferências de Pessoas Físicas";"Sem informação";"305000,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas de Capital";"Alienação de Bens";"Alienação de bens móveis";"Sem informação";"0,00";"0,00";"35,20";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Receita Patrimonial";"Valores Mobiliários";"Sem informação";"0,00";"0,00";"76553,85";"0,00";"31/12/2013";"2013"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"22211";"Companhia Nacional de Abastecimento";"135100";"COMPANHIA NACIONAL DE ABASTECIMENTO";"Receitas Correntes";"Receita Patrimonial";"Valores Mobiliários";"Sem informação";"95853,00";"0,00";"0,00";"0,00";"31/12/2013";"2013"
